,conversion
9433695,0
1132185,0
10388235,0
5147707,0
12547326,0
12532759,0
5443551,0
970064,0
12274069,0
2452713,0
1998540,0
7681304,0
7033986,0
9405984,0
10172492,0
11659222,0
7660583,0
1298519,0
3859473,0
11225009,0
3292909,0
7190513,0
5863093,0
3932912,0
2011015,0
10857901,0
9601803,0
4788314,0
296439,0
9302436,0
2502755,0
1002747,0
11116460,0
11111606,0
1781452,0
11273178,0
10649817,0
13316751,0
12120077,0
7193543,0
10714994,0
3577484,0
98643,0
3211434,0
4247174,0
12018676,0
367118,0
3321440,0
1640828,0
9323551,0
6557682,0
6552287,0
5021015,0
678431,0
2603927,0
5972458,0
8657374,0
2377848,0
6083189,0
9474202,0
8693297,0
13854441,0
3780980,0
10465891,0
8622047,0
4646524,0
13132218,0
8271099,0
12253896,0
9037824,0
6518970,0
6896839,0
7033223,0
3376185,0
10629398,0
1680008,0
1832876,0
3903109,0
4769313,0
5099884,0
5809877,0
4428962,0
1918073,0
3282901,0
10761545,0
2459085,0
8692873,0
1170396,0
8588247,0
3530351,0
12768968,0
3617094,0
3571708,0
2812931,0
4666399,0
7352425,0
12864610,0
10048732,0
13539100,0
10501575,0
2519484,0
13571539,0
6923975,0
2812388,0
12406098,0
1238928,0
3948200,0
11903966,0
7120332,0
12014735,0
1868830,0
5036083,0
12986427,0
5660129,0
5129670,0
9748273,0
7829458,0
9705862,0
5780763,0
12848083,0
4104114,0
10493303,0
8314902,0
3013919,0
11305492,0
13950148,0
13323487,0
5495829,0
11323531,0
5373808,0
7126223,0
7399390,0
9909226,0
6382839,0
6782271,0
4665115,0
8415856,0
2826206,0
6338856,0
10890673,0
1400799,0
11249156,0
5284676,0
4168655,0
7819346,0
6510977,0
9840392,0
5140025,0
12123431,0
9045881,0
13478913,0
10906031,0
12874436,0
9679919,0
4595638,0
9722173,0
4794335,0
9409845,0
12025642,0
11264241,0
6218913,0
1684925,0
77275,0
9736272,0
10071426,0
2860641,0
6217041,0
3320,0
5387666,0
3692109,0
819602,0
9335859,0
208806,0
2682547,0
13720489,0
9483313,0
1937685,0
9327785,0
5983766,0
11741302,0
2740786,0
11885951,0
13257539,0
5898809,0
3510284,0
10049101,0
7014873,0
8101639,0
5708523,0
7734683,0
13403374,0
8086837,0
11853492,0
9661576,0
9677712,0
4208945,0
5204245,0
5906340,0
4095264,0
12029063,0
3305383,0
13924947,0
5615148,0
337727,0
13511009,0
5665814,0
11362380,0
4172726,0
5232655,0
4197106,0
4417692,0
1985328,0
10497818,0
313301,0
4529850,0
7072998,0
13704610,0
4021310,0
2761529,0
3321321,0
5512847,0
10687957,0
2381864,0
5442215,0
4765829,0
1011908,0
10274575,0
5591977,0
7752517,0
11978269,0
11092568,0
10934520,0
1019072,0
10523830,0
12249249,0
5251563,0
249660,0
7050045,0
13449290,0
6753287,0
1441175,0
9198858,0
1149037,0
5776577,0
583454,0
502039,0
3985529,0
12742575,0
7729556,0
676446,0
8989296,0
794455,0
1507366,0
1169527,0
6766086,0
6960766,0
10795155,0
10045488,0
4226791,0
7130801,0
4813228,0
6918073,0
1186941,0
3794264,0
11824007,0
2214666,0
9811058,0
5539050,0
7655828,0
2799626,0
4714012,0
9479237,0
3317553,0
5020047,0
11752426,0
6409087,0
11507061,0
8302034,0
13933629,0
13753052,0
2763890,0
8701656,0
8442466,0
986924,0
11030511,0
285951,0
1266455,0
9944489,0
4539456,0
4303619,0
6159187,0
4270872,0
12908028,0
12020103,0
13495973,0
965133,0
6573856,0
4806866,0
3009876,0
5112044,0
12808361,0
13695881,0
10919895,0
6823430,0
10516179,0
10304392,0
9130124,0
9288109,0
2190023,0
2531623,0
9909270,0
1157753,0
4266667,0
1580750,0
9199014,0
9009249,0
4090473,0
13584221,0
7629796,0
5646317,0
11235292,0
3443496,0
11698441,0
4337246,0
2556516,0
10045553,0
4751328,0
8196941,0
13908397,0
4553787,0
11670840,0
11320107,0
9186156,0
1482506,0
6820034,0
1711669,0
4460701,0
6988319,0
7215535,0
4380679,0
9291651,0
13483022,0
7879923,0
1616322,0
1620259,0
2936350,0
9323126,0
4403881,0
4972922,0
8022754,0
11143938,0
6173121,0
10108218,0
8480261,0
2690668,0
758750,0
761716,0
3259698,0
4657832,0
12270633,0
290200,0
2186708,0
1731605,0
538883,0
9214730,0
3281021,0
4944371,0
5414981,0
7370387,0
5923844,0
4164852,0
3592560,0
13287374,0
4762798,0
4916524,0
13477203,0
10279588,0
7694424,0
4375946,0
7579746,0
12363280,0
1210050,0
11329320,0
3862305,0
3604864,0
8605704,0
976552,0
1591256,0
8389548,0
5636275,0
2370459,0
5602542,0
12126924,0
254804,0
4575100,0
9960142,0
4116821,0
9927533,0
3264660,0
8029101,0
6731233,0
5564102,0
7369894,0
12096374,0
8189022,0
762514,0
6938315,0
5006923,0
4638067,0
10029993,0
9910433,0
11485551,0
7683779,0
8345718,0
950278,0
11955710,0
4133162,0
12072859,0
4210209,0
12030257,0
1216715,0
9539808,0
233297,0
4740298,0
6669099,0
4884111,0
11266459,0
13829280,0
9244739,0
12208083,0
12119210,0
8344577,0
9377225,0
10060840,0
12325880,0
5635422,0
409364,0
13468753,0
120704,0
8608673,0
8158937,0
730726,0
6355714,0
2278935,0
11479714,0
12363207,0
1234382,0
5330265,0
3952275,0
13410442,0
5318204,0
10624916,0
10477490,0
2570834,0
12871549,0
2459509,0
9991250,0
12958033,0
12239994,0
5460261,0
3019314,0
7999197,0
2876402,0
12091200,0
7039041,0
2081728,0
7182473,0
8449750,0
11890479,0
13388045,0
1413649,0
8668071,0
13864719,0
398185,0
4036654,0
8637720,0
1159761,0
10766845,0
4396827,0
10008436,0
9674404,0
1225614,0
1006635,0
13040704,0
5179485,0
7775198,0
1656349,0
11248837,0
41423,0
7202445,0
10690380,0
5565468,0
6829149,0
9614140,0
9744857,0
13456513,0
3687747,0
924883,0
12857093,0
13401768,0
5461939,0
12289267,0
9247685,0
11836093,0
13802549,0
13720799,0
13349350,0
8742948,0
12650109,0
722643,0
7852721,0
29121,0
13888843,0
11245095,0
2557511,0
13527443,0
13657839,0
10300238,0
13707767,0
6400421,0
6642990,0
3471854,0
11807885,0
12076894,0
1567761,0
11935331,0
8256479,0
5384381,0
3183761,0
3882420,0
5409208,0
1294684,0
13797471,0
12110955,0
2537331,0
10365946,0
12477947,0
5876985,0
7047674,0
9274150,0
12782721,0
11619683,0
7480889,0
12016539,0
12574177,0
11233483,0
7297882,0
11503659,0
6757571,0
8565410,0
7437616,0
8102489,0
11396493,0
13879283,0
13689992,0
826129,0
10071448,0
3766628,0
3135327,0
6577106,0
13419441,0
19728,0
11235449,0
2998391,0
4023334,0
3108719,0
34629,0
8377473,0
9541142,0
12981173,0
2376395,0
7744698,0
6245812,0
4832540,0
4730901,0
10199352,0
12736606,0
6958868,0
11773569,0
13065040,0
6664129,0
7159097,0
1805189,0
6001330,0
4108775,0
447548,0
2725937,0
701191,0
4750915,0
6027526,0
2915133,0
4010030,0
6079894,0
13860589,0
4551397,0
866531,0
13361568,0
2444347,0
9694174,0
1322014,0
4136709,0
9726840,0
11160440,0
12712929,0
13184932,0
449900,0
8178164,0
8713850,0
8540964,0
3100692,0
7052327,0
6883389,0
10606455,0
11966398,0
8848197,0
10678059,0
7749329,0
1794345,0
6992951,0
7618422,0
2193557,0
7401286,0
416524,0
11808799,0
7505699,0
7073907,0
6380335,0
9773943,0
8727055,0
2981350,0
10685511,0
4830601,0
7138181,0
12041606,0
9875757,0
8712146,0
11268347,0
10767835,0
10178104,0
3039654,0
39735,0
13755810,0
5023529,0
11741183,0
1748972,0
492823,0
5480448,0
12981338,0
4773445,0
13342820,0
5272576,0
4658642,0
13550603,0
2837098,0
1180824,0
3649634,0
1493617,0
9596404,0
1707760,0
13175971,0
6393190,0
10036741,0
4455644,0
3405158,0
1425998,0
11988406,0
9545167,0
10808037,0
2865617,0
4924160,0
207535,0
1444837,0
9955013,0
10069446,0
7204226,0
5096852,0
2159211,0
12846069,0
10313298,0
3901168,0
4536221,0
10479111,0
11951668,0
8990558,0
1443016,0
4571550,0
11827945,0
18126,0
13763534,0
11555058,0
8915281,0
898865,0
1761332,0
12235734,0
12964200,0
11173687,0
10809279,0
3877405,0
3615451,0
1560023,0
7713266,0
973535,0
7494165,0
7051922,0
1301691,0
2986450,0
420681,0
13662232,0
1576057,0
7763135,0
4628299,0
9076092,0
4198618,0
1087870,0
9685675,0
10043109,0
11606964,0
10654142,0
9455935,0
8953513,0
11101087,0
8229405,0
7821702,0
436358,0
8332850,0
13568421,0
9866095,0
7130030,0
12901144,0
2183916,0
10103958,0
9843523,0
5613404,0
12202923,0
3795727,0
12033107,0
12668159,0
2698155,0
9742758,0
13003468,0
9023926,0
12796593,0
6397513,0
3307481,0
12361326,0
13377113,0
12191988,0
13027277,0
11629476,0
8539230,0
11031506,0
11550253,0
4601098,0
8513618,0
9214323,0
11113672,0
11311496,0
12740318,0
5522590,0
7192613,0
6962772,0
9264127,0
11121830,0
2879357,0
7212248,0
13947021,0
1257226,0
12578058,0
769501,0
13906868,0
1416138,0
2834056,0
9289762,0
6590575,0
13777467,0
11686881,0
9022528,0
3817605,0
2151573,0
9529969,0
13940426,0
9494156,0
7713506,0
11366117,0
5566578,0
1485589,0
1440554,0
12579175,0
4609862,0
329711,0
1754494,0
11919635,0
2567467,0
7068928,0
5525987,0
2286513,0
11723503,0
6062095,0
10825924,0
7844699,0
8590459,0
12848861,0
13301383,0
12336178,0
3262714,0
9448926,0
4213042,0
9578905,0
2584151,0
10461005,0
10731735,0
4229808,0
9452247,0
1994634,0
4561821,0
9188322,0
10699364,0
3351093,0
6253191,0
9047416,0
9317531,0
5271329,0
6570105,0
11733484,0
6909990,0
73298,0
6027205,0
7680784,0
6970284,0
2721146,0
3885453,0
11566529,0
13911575,0
11268978,0
4451235,0
2045420,0
8180524,0
3153176,0
1042638,0
12897519,0
5108461,0
4917300,0
4579925,0
6641037,0
573583,0
10217792,0
99840,0
11954664,0
2054510,0
858333,0
5055174,0
6782934,0
7723045,0
9179515,0
7601151,0
8360492,0
8850695,0
10364178,0
10616143,0
2303956,0
6366084,0
6548446,0
8418070,0
4101243,0
2468631,0
7270853,0
2417421,0
12904742,0
11800266,0
5680597,0
7808058,0
141542,0
7470984,0
3641529,0
728175,0
898019,0
4024814,0
7623120,0
9847995,0
2603835,0
10431272,0
8699674,0
3814289,0
4275829,0
9269911,0
6699424,0
11007419,0
9992579,0
12158048,0
2593496,0
2721189,0
136947,0
11622804,0
6712537,0
4370441,0
9153509,0
9248977,0
1368402,0
2163488,0
11684291,0
4256295,0
6065832,0
8461001,0
3537849,0
5291001,0
9086157,0
13384777,0
7299631,0
2814387,0
7281358,0
5872913,0
1805451,0
5612821,0
5014047,0
4557839,0
10125631,0
12945464,0
11626744,0
929584,0
2493048,0
10311109,0
4386424,0
1854149,0
13731351,0
8305449,0
7227441,0
10058918,0
4351568,0
13306541,0
10051747,0
3975133,0
2774734,0
1284032,0
10699764,0
4462029,0
3350647,0
8027085,0
10353075,0
5506303,0
12559812,0
12026223,0
6757618,0
7359055,0
13643030,0
12067263,0
5152067,0
6167948,0
11565997,0
11880989,0
366873,0
1162866,0
3446130,0
1823397,0
9390402,0
11188446,0
13537576,0
248414,0
1513399,0
4333591,0
5322831,0
1358553,0
6014298,0
5288287,0
13662430,0
3031985,0
8597189,0
13404109,0
3877165,0
3915685,0
4485952,0
9107576,0
10576391,0
7283579,0
1044186,0
13094844,0
11591740,0
12553666,0
2311468,0
11619517,0
9605367,0
596656,0
10445723,0
7805681,0
4877262,0
6501881,0
2662417,0
5425563,0
5535311,0
3861106,0
226705,0
6029674,0
12835235,0
7551133,0
5031711,0
6760969,0
2914931,0
2638613,0
12582078,0
5369456,0
1599618,0
2827089,0
11095835,0
8549832,0
1166143,0
5838301,0
3691018,0
8065701,0
10652410,0
8629838,0
4780496,0
8061138,0
8530223,0
13235176,0
12318140,0
13926024,0
13770271,0
10350519,0
13941685,0
6705292,0
6101624,0
4585010,0
1151722,0
7037477,0
6123566,0
4825744,0
3199410,0
5151327,0
2406958,0
3506608,0
13224182,0
10442949,0
12877079,0
4001259,0
967779,0
4405634,0
7072378,0
11295408,0
11445017,0
9308816,0
8011199,0
11631252,0
2116218,0
1718256,0
8505673,0
8179262,0
5513167,0
4495878,0
13703811,0
6262471,0
13069204,0
3401385,0
12993117,0
1378902,0
8883957,0
3002393,0
9616930,0
6875443,0
6595930,0
1854440,0
1060072,0
3336371,0
13085153,0
1340793,0
8900636,0
3972038,0
12348540,0
2207561,0
11977862,0
7843406,0
12124809,0
342204,0
6079991,0
3263407,0
9363658,0
6125473,0
3535257,0
8407313,0
13560756,0
13326355,0
8896003,0
6382892,0
7434124,0
11901792,0
4081437,0
3173775,0
6366846,0
9904631,0
3403245,0
3243317,0
10918604,0
5880149,0
3370632,0
11783297,0
10002028,0
3579472,0
4101373,0
12257325,0
2665384,0
1575660,0
7466462,0
5831906,0
3709016,0
8211054,0
13202839,0
10614969,0
10029094,0
1025932,0
13091547,0
10910638,0
1253730,0
8502503,0
3535647,0
1324479,0
5337544,0
13117243,0
6212597,0
9392915,0
5508782,0
2446682,0
4209860,0
12702162,0
589544,0
13219497,0
1161572,0
2597762,0
469852,0
5198416,0
7992884,0
13201900,0
7458201,0
4773996,0
951797,0
8342206,0
12885304,0
10931450,0
4926028,0
5173450,0
5100806,0
13531074,0
10039835,0
13634738,0
6787295,0
3399873,1
10589046,0
13228675,0
3404004,0
5245187,0
9833986,0
1449129,0
134970,0
5831442,0
7924417,0
7405617,0
13938542,0
24503,0
8830469,0
9097480,1
445854,0
3206829,0
455437,0
4818993,0
5399456,0
12783835,0
4933471,0
11579838,0
12864499,0
1948936,0
9631928,0
2785682,0
13658427,0
4892320,0
13457576,0
2511969,0
7187647,0
12353345,0
12310200,0
6482752,0
6663219,0
1302256,0
6576925,0
12751630,0
4997496,0
5708797,0
13054743,0
11928189,0
8774956,0
7634308,0
6752899,0
1635544,0
9378454,0
11853416,0
13098855,0
7064957,0
9919235,0
7618165,0
650024,0
5756517,0
12354008,0
13604756,0
8703183,0
274253,0
10665338,0
6311863,0
9614104,0
5171579,0
5076861,0
36055,0
4783934,0
8061585,0
7945078,0
2001765,0
11070810,0
10058806,0
12719359,0
6074728,0
1454208,0
2113679,0
112028,0
2345188,0
8737598,0
182583,0
8399048,0
12541330,0
4067641,0
270701,0
2032976,0
2861911,0
11867785,0
982862,0
4387350,0
12424721,0
253806,0
9177485,0
2564904,0
9057304,0
124690,0
12119195,0
11530781,0
2447013,0
9665496,0
12114050,0
8104966,0
4741207,0
12852651,0
7817352,0
6513842,0
2452373,0
2069627,0
4307216,0
13935951,0
9860310,0
4960435,0
3792582,0
12323049,0
1642249,0
6347731,0
10333173,0
10992736,0
8830468,0
10532128,0
9214442,0
13449582,0
12133461,0
961774,0
7093999,0
7649479,0
4356996,0
12563958,0
8751783,0
11989758,0
8619218,0
12482241,0
13477553,0
734081,0
4170784,0
2093662,0
4233241,0
10406868,0
9639684,0
10466484,0
11718152,0
11638784,0
2675406,0
3925836,0
327170,0
2390293,0
7675653,0
9287732,0
11418525,0
9084840,0
7958571,0
13691707,0
5917725,0
6442440,0
6078766,0
9361056,0
12866167,0
3149284,0
3918839,0
4930743,0
12621403,0
3243788,0
2113836,0
11892488,0
6179784,0
2263372,0
2167873,1
13351886,0
4075836,0
9434366,0
7109256,0
3363116,0
198681,0
9504803,0
2380922,0
1871383,0
6705450,0
7894561,0
10233698,0
13393268,0
11062522,0
6811162,0
1106101,0
12263090,0
13149645,0
82445,0
11326314,0
11113780,0
10706715,0
4604374,0
9268312,0
713967,0
4673809,0
10679103,0
7076437,0
3997510,0
7480349,0
8419836,0
12880669,0
10415997,0
2065489,0
4329374,0
13716538,0
9472559,0
8948970,0
3726112,0
7827,0
149308,0
5014947,0
9833240,0
4246081,0
13458409,0
11588753,0
7700215,0
6756309,0
2206341,0
11746074,0
1151072,0
9720405,0
8574914,0
3101514,0
8139179,0
6401906,0
4038626,0
10715353,0
9502536,0
11393531,0
1585244,0
6719711,0
3436353,0
11926904,0
9140003,0
5687264,0
13202746,0
8547929,0
3436078,0
6061620,0
10363939,0
9617072,0
11479840,0
1034031,0
13799049,0
9300481,0
9614551,0
5108597,0
709590,0
1190658,0
10022950,0
13192476,0
2650447,0
5263308,0
9188962,0
3719620,0
1441361,0
3967614,0
1663750,0
3906813,0
12431836,0
5325804,0
9708283,0
11829144,0
8442663,0
4966813,0
6045407,0
147832,0
13112625,0
7395315,0
8887119,0
9693311,0
3849951,0
13193325,0
8794496,0
10163063,0
6288512,0
1242310,0
4409471,0
8098132,0
5268487,0
438571,0
4540960,0
968440,0
4072372,0
1178675,0
3195139,0
4392348,0
11631635,0
11046439,0
12966122,0
2409918,0
7756313,0
7081507,0
6308322,0
886087,0
9005307,0
13824723,0
4499496,0
8827936,0
13362897,0
13071818,0
8311587,0
8924125,0
2670185,0
10137374,0
2203482,0
11986121,0
11259082,0
5955617,0
6404406,0
9004605,0
4172497,0
1726410,0
2461599,0
10896722,0
12850211,0
6292190,0
12581060,0
13233275,0
4626489,0
4756971,0
10151771,0
6040327,0
3248630,0
3201453,0
4839942,0
2546656,0
2042798,0
2678977,0
4987206,0
1643069,0
9760111,0
12643763,0
13104743,0
13154559,0
7303748,0
5352478,0
6750075,0
6781839,0
6655595,0
2495521,0
5394071,0
11357535,0
2067824,0
11319058,0
5364130,0
9316984,0
4188829,0
12576082,0
2647044,0
9813921,0
2400397,0
5245991,0
12575392,0
4869534,0
2963492,0
3149481,0
12085785,0
2958487,0
5959967,0
6458835,0
1069895,0
6189457,0
11478699,0
5552766,0
4516370,0
9636473,0
4233007,0
10027589,0
12298709,0
11867095,0
5748010,0
12853596,0
12366766,0
12983106,0
11715675,0
3733638,0
11381187,0
12050367,0
3724522,0
12243779,0
7743918,0
6428172,0
10166604,0
3608715,0
13412617,0
2581068,0
2926482,0
2601931,0
12501625,0
5839253,0
299512,0
1380043,0
7278040,0
1229663,0
7485421,0
11034766,0
3867438,0
5494712,0
13686375,1
4403440,0
498418,0
5468951,0
12918893,0
7466393,0
13632948,0
9189584,0
7301570,0
8051975,0
9445177,0
13887177,0
7321842,0
13786029,0
9024977,0
6598236,0
2965390,0
11515299,0
365794,0
9402014,0
3928633,0
845464,0
5856894,0
10398877,0
11012044,0
2130779,0
8842484,0
4379677,0
4167368,0
6142298,0
1646551,0
13906903,0
4313838,0
10751326,0
10614377,0
7474408,0
2358889,0
5320710,0
8300484,0
3550902,0
644930,0
2439367,0
9490083,0
2711009,0
748396,0
5629431,0
1890153,0
2905091,0
10978652,0
3897092,0
6132142,0
10949640,0
12757170,0
5172437,0
4519804,0
6125208,0
11978290,0
4363887,0
65285,0
12313836,0
11318245,0
10040950,0
1382512,0
11307751,0
1191865,0
1034862,0
8309727,0
7097619,0
2708883,0
11448478,0
11186696,0
12556736,0
5212503,0
3606328,0
845959,0
7028077,0
1620338,0
13728886,0
1648206,0
12383397,0
7932530,0
448438,0
9361976,0
7784170,0
7412999,0
4419236,0
8810264,0
6561118,0
6823769,0
444040,0
9550725,0
1348835,0
10624382,0
6360157,0
11278557,0
13769205,0
6967093,0
6452143,0
11601119,0
12105416,0
13969244,0
10932584,0
4587623,0
436951,0
12515482,0
6855262,0
11190070,0
10722266,0
12138317,0
3284161,0
5667567,0
9527820,0
8770555,0
4130955,0
1165331,0
1244738,0
1825251,0
8171660,0
13760541,0
7308051,0
13388654,0
6689261,0
4308449,0
13776386,0
13908041,0
4372231,0
12296748,0
6007709,0
7374256,0
12408714,0
12049535,0
4341542,0
3859798,0
1282905,0
10873249,0
953289,0
6519200,0
8280140,0
7576938,0
6915842,0
11238377,0
1111486,0
11960459,0
9210681,0
8462053,0
797429,0
11781724,0
4649629,0
6541925,0
13444894,0
13606328,0
3749213,0
5569224,0
2227334,0
9168231,0
2230205,0
10486720,0
899317,0
7966632,0
13276198,0
4285729,0
3277816,0
10887271,0
7932048,0
1688056,0
11278373,0
10404888,0
6571715,0
1880481,0
7814135,0
4884085,0
8524084,0
5362020,0
10145468,0
1283400,0
4356124,0
11282514,0
5839618,0
9425482,0
5299879,0
2463105,0
8673508,0
7279887,0
568620,0
492691,0
10645785,0
5998588,0
7629065,0
13934121,0
532302,0
6089647,0
1139666,0
4079711,0
1802926,0
1639002,0
2632627,0
9053743,0
13586492,0
13970542,0
12443175,0
6714604,0
1127584,0
12750939,0
3950088,0
8713988,0
8668951,0
8348187,0
8311577,0
11695499,0
12611010,0
11948052,0
10685889,0
6364752,0
10347840,0
9059761,0
3666875,0
5690446,0
7349715,0
2118536,0
3996080,0
5486289,0
9620005,0
7448250,0
7389526,0
4699226,0
11217423,0
5054849,0
1653159,0
7589577,0
3445649,0
8499962,0
13367806,0
8920685,0
9445767,0
1256404,0
10664933,0
2372046,0
12987263,0
137512,0
6576268,0
5024014,0
6905022,0
5906904,0
12915727,0
7286724,0
7922617,0
12416430,0
8762026,0
1589953,0
12059357,0
3572443,1
4367247,0
5617405,0
1390097,0
13506830,0
13137149,0
275674,0
851341,0
6013792,0
6909300,0
12516507,0
1498086,0
12752693,0
10679690,0
12285989,0
13312582,0
11787655,0
10671135,0
10402725,0
556745,0
3835070,0
10113282,0
570588,0
6320380,0
3193634,0
4262904,0
3862992,0
11328755,0
1930276,0
2743999,0
5466328,0
10746928,0
1087795,0
6621811,0
1289503,0
12395804,0
13397154,0
10874256,0
9906644,0
234245,0
935040,0
1512677,0
2267772,0
1091972,0
7943613,0
558366,0
7410515,0
10912297,0
10532039,0
9427411,0
12454144,0
11635688,0
2646440,0
550061,0
2861876,0
7184656,0
8856013,0
6177705,0
12601821,0
10800333,0
9211742,0
13166080,0
8744739,0
2931214,0
8614280,0
12988746,0
12679270,0
9279781,0
13811497,0
11913049,0
13395979,0
4762899,0
3982684,0
13052530,0
5048365,0
13477186,0
5991616,0
7679018,0
5969685,0
5931803,0
1906382,0
11027279,0
4077464,0
10269788,0
10949611,0
993223,0
10594333,0
11849079,0
342782,0
11490173,0
81463,0
9934211,0
13546531,0
2707516,0
11619303,0
5435108,0
8402607,0
11023049,0
11851516,0
1587916,0
10783760,0
895983,0
10167178,0
15208,0
3263554,0
2268179,0
13851363,0
9896305,0
1662104,0
2945723,0
1454139,0
6630141,0
2415446,0
12694990,0
9728206,0
11170793,0
6246347,0
10267581,0
6627710,0
5142689,0
8605702,0
6870951,0
6618353,0
13063258,0
6368482,0
5423361,0
12592240,0
7468541,0
268116,0
3737462,1
10688026,0
5933763,0
11442688,0
7550886,0
4384923,0
9694071,0
3453912,0
13788268,0
2378350,0
12595660,0
4157987,0
9504432,0
13523516,0
11314512,0
11482096,0
5316580,0
11213045,0
4033100,0
12519548,0
9357,0
6107402,0
3970120,0
5311085,0
10563849,0
186773,0
8931922,0
13409671,0
13014178,0
7532821,0
13601949,0
6984590,0
5999378,0
9736009,0
10951948,0
11879064,0
11363108,0
5337323,0
3689816,0
7719082,0
12007460,0
7851031,0
2511905,0
4419742,0
10084820,0
11740877,0
6005434,0
555074,0
7171210,0
3229505,0
6314281,0
2246656,1
10281976,0
10285290,0
5102345,0
5668419,0
3530125,0
4547254,0
10908965,0
9031331,0
2222991,0
11307594,0
13974053,0
7825292,0
7065653,0
10281004,0
2874175,0
7237621,0
6799767,0
1270348,0
5049583,0
3338075,0
9930647,0
1766816,0
7456969,0
3193989,0
9598596,0
257146,0
8750355,0
12403223,0
8108116,0
3167746,0
12147774,0
1435810,0
2568066,0
1900823,0
11859974,0
6654601,0
9485973,0
3003485,0
2152976,0
986556,0
11432656,0
11986920,0
3054489,0
10856493,0
12184823,0
5434258,0
12047146,0
1060576,0
11490081,0
8028243,0
403016,0
3831493,0
4708035,0
5190125,0
801197,0
11903813,0
571002,0
10678014,0
6562107,0
1314536,0
8511371,0
8377668,0
11120258,0
1234198,0
10313307,0
4471886,0
4463575,0
852522,0
11087086,0
11490148,0
12142571,0
9937968,0
302367,0
11291980,0
11010621,0
12568231,0
12078564,0
6389034,0
11149465,0
7835986,0
9225608,0
1690322,0
449599,0
5360993,0
11919809,0
4893440,0
10156298,0
12912060,0
3906909,0
8262074,0
5701767,0
10741437,0
1549158,0
10123684,0
6962168,0
9881436,0
2177334,0
4427643,0
4362790,0
2855206,0
2998897,0
6410851,0
1875131,0
1474839,0
2754598,0
1311375,0
8176076,0
2401819,0
5382636,0
6739647,0
577551,0
1898274,0
1334061,0
10207325,0
6974187,0
5352896,0
14827,0
3572179,0
1828201,0
4669622,0
3723936,0
5925799,0
3880165,0
1542724,0
5872707,0
12892683,0
2690713,0
6308774,0
3003915,0
2466844,0
3277100,0
9663925,0
383535,0
5970865,0
11512011,0
1156549,0
7834791,0
11628665,0
6191734,0
6401744,0
12319297,0
8501645,0
3553889,0
8700539,0
13424232,0
12028108,0
2641496,0
4121326,0
6824206,0
8243327,0
3274623,0
13133417,0
9357531,0
12982808,0
1047181,0
5557752,0
3647033,0
12839580,0
6822179,0
8469720,0
182601,0
12030685,0
9199697,0
4597643,0
10118540,0
11052074,0
5421104,0
7307012,0
8954844,0
11437962,0
691645,0
13157942,0
4368249,0
5808508,0
9790833,0
5283446,0
6473190,0
7866210,0
13329498,0
7964473,0
9137454,0
6657448,0
8702838,0
11937467,0
7668401,0
4229137,0
5290863,0
13430865,0
12278706,0
12273600,0
11558124,0
10631378,0
8078403,0
4161980,0
9007706,0
8525100,0
8068931,0
11552101,0
1948442,0
11033077,0
9629661,0
10431639,0
6788331,0
12312626,0
13148901,0
4383882,0
4195638,0
216838,0
5919682,0
13244397,0
9631972,0
808408,0
1696103,0
5813405,0
7337096,0
10434818,0
1270728,0
2940664,0
10577986,0
5942881,0
10050615,0
1022162,0
11239195,0
179594,0
12358920,0
8182790,0
1964191,0
7499539,0
10742202,0
1115599,0
4820812,0
2651249,0
4934190,0
7109982,0
10694381,0
11905396,0
8408996,0
10343702,0
523902,0
3966763,0
4663339,0
9973735,0
11945283,0
4794269,0
6346691,0
3795598,0
7473035,0
12697173,0
10851923,0
3240026,0
9765630,0
5649684,0
2528414,0
11320301,0
6004405,0
4369575,0
9307196,0
13644324,0
926945,0
12381757,0
117737,0
6239654,0
9630717,0
12411884,0
12429127,0
8247841,0
11320816,0
13008547,0
2358590,0
8837624,0
8046849,0
6170729,0
8399922,0
12154916,0
4644870,0
10977725,0
12807228,0
9031404,0
12673141,0
11394929,0
4205104,0
13783543,0
9396105,0
12093251,0
10901751,0
2769782,0
10104057,0
5319352,0
5171828,0
734122,0
108036,1
2558326,0
1309304,0
4423875,0
7656408,0
7154118,0
13287223,0
7936728,0
5317285,1
11719395,0
6601422,0
8984291,0
6381216,0
433192,0
5170680,0
13575528,0
12336318,0
7024799,0
12556803,0
13091850,0
7495987,0
7722918,0
12030496,0
11416339,0
7329549,0
4315693,0
13269218,0
10846759,0
1612379,0
3878746,0
13724332,0
1841788,0
4406714,0
7207268,0
3336533,0
13406415,0
9235249,0
10473410,0
8772342,0
5336215,0
1417946,0
12806810,0
623312,0
8671882,0
2714211,0
11188857,0
10677784,0
2036627,0
5168823,0
13124836,0
10705485,0
13898083,0
12020719,0
966161,0
9940697,0
8546845,0
11741219,0
4992833,0
3517519,0
13625186,0
10023087,0
10132473,0
387369,0
9008930,0
3344268,0
4801593,0
7232566,0
5747340,0
8155957,0
5818596,0
12416322,0
5869324,0
5772060,0
13436057,0
10120020,0
11241927,0
6215849,0
3293769,0
11239051,0
516633,0
12618729,0
1713050,0
3415005,0
10064028,0
9993479,0
13417589,0
11236336,0
11920869,0
10925098,0
4881555,0
3937802,0
11546950,0
4083504,0
11698172,0
8329381,0
9994527,0
3073665,0
9953618,0
1156889,0
2676145,0
2979662,0
